# 40 atom porogen molecule bond template
1	2	1	2
2	2	2	3
3	2	3	4
4	2	4	5
5	2	5	6
6	2	6	7
7	2	7	8
8	2	8	9
9	2	9	10
10	2	10	11
11	2	10	12
12	2	10	13
13	2	12	14
14	2	14	15
15	2	15	16
16	2	16	17
17	2	17	18
18	2	18	19
19	2	19	20
20	2	20	21
21	2	21	22
22	2	13	23
23	2	23	24
24	2	24	25
25	2	25	26
26	2	26	27
27	2	27	28
28	2	28	29
29	2	29	30
30	2	30	31
31	2	11	32
32	2	32	33
33	2	33	34
34	2	34	35
35	2	35	36
36	2	36	37
37	2	37	38
38	2	38	39
39	2	39	40
