Terminal Groups Stats

N terminal OH = 380

N precursors = 2310
Precursor histogram:
1, 0
2, 0
3, 0
4, 1
5, 2
6, 0
7, 1
8, 1
9, 0
10, 1
11, 1997
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 1
21, 0
22, 1
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 304

N terminal groups (methyl, vinyl, phenyl) = 2230
Terminal groups histogram:
1, 0
2, 0
3, 108
4, 2
5, 72
6, 10
7, 2020
8, 1
9, 14
10, 0
11, 3
