C	C	C	119.9985
C	C	H	119.9972
C	C	H	120.0043
C	C	C	120.0086
C	C	S	119.9808
C	C	S	120.0106
C	C	C	119.9942
C	C	H	120.0128
C	C	H	119.9930
C	C	C	119.9940
C	C	H	119.9811
C	C	H	120.0249
C	C	C	120.0047
C	C	N	120.0113
C	C	N	119.9840
C	C	C	120.0000
C	C	H	120.0080
C	C	H	119.9920
C	N	H	109.4712
C	N	H	109.4712
C	N	H	109.4712
H	N	H	109.4712
H	N	H	109.4712
H	N	H	109.4712
