C	C	C	C	-0.0568
C	C	C	H	179.9619
C	C	C	C	-0.0376
C	C	C	N	179.9750
C	C	C	C	0.0149
C	C	C	H	179.9892
C	C	C	C	0.0341
C	C	C	H	-179.9964
C	C	C	C	0.0323
C	C	C	H	-179.9729
C	C	C	C	0.0131
C	C	C	N	-179.9995
C	C	C	S	-179.9777
C	C	C	H	179.9881
C	C	N	H	-89.9874
C	C	N	H	30.0126
C	C	N	H	150.0126
C	C	C	H	-179.9846
C	C	C	H	-179.9798
C	C	C	S	179.9532
C	C	C	H	-179.9563
C	C	N	H	90.0000
C	C	N	H	-150.0000
C	C	N	H	-30.0000
H	C	C	S	-0.0520
H	C	C	H	-0.0056
H	C	C	S	0.0410
H	C	C	H	-0.0151
H	C	C	N	0.0310
H	C	C	N	0.0007
