1	1	1	2	3	4
2	2	1	2	3	8
3	1	1	6	5	4
4	5	1	6	5	11
5	1	2	1	6	5
6	2	2	1	6	10
7	1	2	3	4	5
8	2	2	3	4	9
9	1	3	2	1	6
10	2	3	2	1	7
11	1	3	4	5	6
12	5	3	4	5	11
13	7	4	3	2	14
14	2	4	5	6	10
15	4	4	5	11	12
16	4	4	5	11	13
17	4	4	5	11	15
18	2	5	4	3	8
19	2	5	6	1	7
20	7	6	1	2	14
21	2	6	5	4	9
22	4	6	5	11	12
23	4	6	5	11	13
24	4	6	5	11	15
25	8	7	1	2	14
26	3	7	1	6	10
27	8	8	3	2	14
28	3	8	3	4	9
29	6	9	4	5	11
30	6	10	6	5	11
