8178	12311
13122	19582
4	301	3.0	3.0	1.5412791376
8	242	3.0	3.0	1.5400963801
8	299	3.0	3.0	1.53976618355
8	565	3.0	3.0	1.57968544021
15	123	3.0	3.0	1.53941974458
18	112	3.0	3.0	1.53921177555
18	213	3.0	3.0	1.53938970375
25	183	3.0	3.0	1.53997144129
25	225	3.0	3.0	1.54205349777
27	75	3.0	3.0	1.54030668699
27	98	3.0	3.0	1.53994425224
33	191	3.0	3.0	1.53993826824
34	320	3.0	3.0	1.5411187949
51	85	3.0	3.0	1.53920854013
51	124	3.0	3.0	1.54045117417
52	164	3.0	3.0	1.54026424032
52	293	3.0	3.0	1.54021646206
62	252	3.0	3.0	1.54089067101
62	301	3.0	3.0	1.53939334155
70	285	3.0	3.0	1.53961494212
70	4343	3.0	3.0	1.53969024807
72	118	3.0	3.0	1.90391200952
72	203	3.0	3.0	1.53953562479
72	4287	3.0	3.0	1.54014264599
75	125	3.0	3.0	1.53881435203
77	217	3.0	3.0	1.5379158267
79	125	3.0	3.0	1.53790305936
79	155	3.0	3.0	1.53875411291
85	124	3.0	3.0	1.82145191811
86	909	3.0	3.0	1.54140610158
86	1075	3.0	3.0	1.61543536237
89	208	3.0	3.0	1.54125101784
93	253	3.0	3.0	1.53843018041
95	150	3.0	3.0	1.53950825915
95	217	3.0	3.0	1.53842223073
106	293	3.0	3.0	1.53959928878
106	302	3.0	3.0	1.53964178951
109	171	3.0	3.0	1.53997728879
112	124	3.0	3.0	1.54028996296
114	132	3.0	3.0	1.53979227495
116	173	3.0	3.0	1.54088238682
116	322	3.0	3.0	1.54096432795
118	203	3.0	3.0	1.54092680553
118	229	3.0	3.0	1.54201070359
123	287	3.0	3.0	1.53911872512
123	3208	3.0	3.0	1.27451730471
132	148	3.0	3.0	1.54008198808
133	281	3.0	3.0	1.53965596482
133	309	3.0	3.0	1.53902971381
133	310	3.0	3.0	1.75561260248
139	164	3.0	3.0	1.53913656964
148	183	3.0	3.0	1.5392007309
150	296	3.0	3.0	1.54005045372
151	196	3.0	3.0	1.53988223576
151	332	3.0	3.0	1.54091516314
165	208	3.0	3.0	1.54069812747
165	4488	3.0	3.0	1.54082033021
171	252	3.0	3.0	1.53887565774
173	253	3.0	3.0	1.53964406601
184	231	3.0	3.0	1.54006811862
184	269	3.0	3.0	1.53949405975
189	1199	3.0	3.0	1.54213221872
191	282	3.0	3.0	1.54121715537
196	332	3.0	3.0	1.44551069176
199	312	3.0	3.0	1.54011980378
199	396	3.0	3.0	1.54008111799
203	4287	3.0	3.0	1.97545384406
211	332	3.0	3.0	1.54237803408
223	316	3.0	3.0	1.54120884373
239	1294	3.0	3.0	1.53997147376
243	303	3.0	3.0	1.54110270261
243	1151	3.0	3.0	1.54065647696
252	301	3.0	3.0	1.47081342801
259	270	3.0	3.0	1.53890875948
260	303	3.0	3.0	1.54003393794
269	306	3.0	3.0	1.53861876045
270	309	3.0	3.0	1.53833974141
274	283	3.0	3.0	1.54053393991
274	1282	3.0	3.0	1.53994058652
276	344	3.0	3.0	1.54038497136
276	8468	3.0	3.0	1.54026944396
281	309	3.0	3.0	1.64610141547
281	310	3.0	3.0	1.53878138798
282	1125	3.0	3.0	1.42255109574
282	1129	3.0	3.0	1.54052743565
287	3208	3.0	3.0	1.53994115797
287	3406	3.0	3.0	1.26188697592
288	319	3.0	3.0	1.54105860044
296	330	3.0	3.0	1.54090530533
299	565	3.0	3.0	1.54246903697
305	345	3.0	3.0	1.54019446499
306	391	3.0	3.0	1.53819884605
306	492	3.0	3.0	0.991315333282
309	310	3.0	3.0	1.96501892866
312	341	3.0	3.0	1.54025245009
312	3444	3.0	3.0	1.68592532753
316	342	3.0	3.0	1.54165612897
318	328	3.0	3.0	1.53912783745
319	1232	3.0	3.0	1.54150145637
322	336	3.0	3.0	1.54049713404
323	3330	3.0	3.0	1.54139961723
324	327	3.0	3.0	1.53926714381
325	512	3.0	3.0	1.53985196042
327	8420	3.0	3.0	1.5398755177
328	8423	3.0	3.0	1.53836084194
335	339	3.0	3.0	1.54181981438
335	450	3.0	3.0	1.81482666114
337	448	3.0	3.0	1.54064171046
339	3172	3.0	3.0	1.54182233088
341	3444	3.0	3.0	1.54020060382
342	375	3.0	3.0	1.54157783456
345	8356	3.0	3.0	1.01435765389
345	8384	3.0	3.0	1.54104617063
349	395	3.0	3.0	1.53911984589
349	500	3.0	3.0	1.54052895137
351	485	3.0	3.0	1.54023234611
351	544	3.0	3.0	1.85392983147
357	437	3.0	3.0	1.53969521659
357	512	3.0	3.0	1.54008323801
358	472	3.0	3.0	1.53967170527
358	488	3.0	3.0	1.54057395473
360	400	3.0	3.0	1.53963834065
360	423	3.0	3.0	1.54123830085
361	461	3.0	3.0	1.54041637553
361	503	3.0	3.0	1.54047061965
363	772	3.0	3.0	1.54049774424
367	465	3.0	3.0	1.53782174195
367	530	3.0	3.0	1.53746671183
369	513	3.0	3.0	1.54217566769
369	514	3.0	3.0	1.54111942756
373	392	3.0	3.0	1.53960818392
373	478	3.0	3.0	1.54057049173
375	446	3.0	3.0	1.54107279517
377	491	3.0	3.0	1.53785471681
377	510	3.0	3.0	1.54046650402
382	421	3.0	3.0	1.54009524381
385	540	3.0	3.0	1.53965754634
387	462	3.0	3.0	1.54003969754
387	541	3.0	3.0	1.54054794473
387	544	3.0	3.0	1.79439767332
388	513	3.0	3.0	1.5429000162
388	524	3.0	3.0	1.54312085398
389	4537	3.0	3.0	1.53899506497
391	492	3.0	3.0	1.54136088571
392	429	3.0	3.0	1.53865857486
394	399	3.0	3.0	1.53991813419
394	486	3.0	3.0	1.5396606834
395	500	3.0	3.0	1.45139277592
397	446	3.0	3.0	1.54154517287
398	480	3.0	3.0	1.53911109411
399	434	3.0	3.0	1.54021722494
399	528	3.0	3.0	1.95129319427
400	453	3.0	3.0	1.86677551141
400	521	3.0	3.0	1.53960954466
402	489	3.0	3.0	1.5402809906
402	522	3.0	3.0	1.5411144474
405	4736	3.0	3.0	1.54259809737
406	445	3.0	3.0	1.54074136051
406	465	3.0	3.0	0.984088502118
406	553	3.0	3.0	1.53947945423
409	457	3.0	3.0	1.53971224584
409	489	3.0	3.0	1.54036088629
412	3750	3.0	3.0	1.54017534716
415	431	3.0	3.0	1.54114245286
415	436	3.0	3.0	1.5399388332
416	429	3.0	3.0	1.53778200015
418	450	3.0	3.0	1.53784739815
418	526	3.0	3.0	1.54003692164
421	437	3.0	3.0	1.53973189225
423	543	3.0	3.0	1.54122084401
424	425	3.0	3.0	1.54047740977
