1	1	1	4	5.0278	22.864	70.586
2	1	3	0	5.0278	22.864	72.486
3	1	3	0	5.0278	24.314	73
4	1	1	4	5.0278	24.314	74.9
5	2	1	4	34.088	6.7242	96.642
6	2	3	0	34.088	6.7242	98.542
7	2	3	0	34.088	8.1742	99.056
8	2	1	4	34.088	8.1742	100.96
9	3	1	4	60.524	11.299	84.692
10	3	3	0	60.524	11.299	86.592
11	3	3	0	60.524	12.749	87.106
12	3	1	4	60.524	12.749	89.006
13	4	1	4	85.087	22.158	112.37
14	4	3	0	85.087	22.158	114.27
15	4	3	0	85.087	23.608	114.79
16	4	1	4	85.087	23.608	116.69
17	5	1	4	27.986	91.684	55.104
18	5	3	0	27.986	91.684	57.004
19	5	3	0	27.986	93.134	57.518
20	5	1	4	27.986	93.134	59.418
21	6	1	4	72.395	83.498	128.85
22	6	3	0	72.395	83.498	130.75
23	6	3	0	72.395	84.948	131.27
24	6	1	4	72.395	84.948	133.17
25	7	1	4	58.011	111.16	113.29
26	7	3	0	58.011	111.16	115.19
27	7	3	0	58.011	112.61	115.7
28	7	1	4	58.011	112.61	117.6
29	8	1	4	86.892	134.17	2.7419
30	8	3	0	86.892	134.17	4.6419
31	8	3	0	86.892	135.62	5.1559
32	8	1	4	86.892	135.62	7.0559
33	9	1	4	72.485	123.69	10.011
34	9	3	0	72.485	123.69	11.911
35	9	3	0	72.485	125.14	12.425
36	9	1	4	72.485	125.14	14.325
37	10	1	4	124.61	21.067	62.492
38	10	3	0	124.61	21.067	64.392
39	10	3	0	124.61	22.517	64.906
40	10	1	4	124.61	22.517	66.806
41	11	1	4	100.06	100.33	36.215
42	11	3	0	100.06	100.33	38.115
43	11	3	0	100.06	101.78	38.629
44	11	1	4	100.06	101.78	40.529
45	12	1	4	12.921	86.32	35.328
46	12	3	0	12.921	86.32	37.228
47	12	3	0	12.921	87.77	37.742
48	12	1	4	12.921	87.77	39.642
49	13	1	4	122.98	143.18	85.626
50	13	3	0	122.98	143.18	87.526
51	13	3	0	122.98	144.63	88.04
52	13	1	4	122.98	144.63	89.94
53	14	1	4	122.2	74.915	58.873
54	14	3	0	122.2	74.915	60.773
55	14	3	0	122.2	76.365	61.287
56	14	1	4	122.2	76.365	63.187
57	15	1	4	20.163	9.6188	12.453
58	15	3	0	20.163	9.6188	14.353
59	15	3	0	20.163	11.069	14.867
60	15	1	4	20.163	11.069	16.767
61	16	1	4	127.37	80.118	25.373
62	16	3	0	127.37	80.118	27.273
63	16	3	0	127.37	81.568	27.787
64	16	1	4	127.37	81.568	29.687
65	17	1	4	101.28	5.6278	50.737
66	17	3	0	101.28	5.6278	52.637
67	17	3	0	101.28	7.0778	53.151
68	17	1	4	101.28	7.0778	55.051
69	18	1	4	132.47	4.5142	88.657
70	18	3	0	132.47	4.5142	90.557
71	18	3	0	132.47	5.9642	91.071
72	18	1	4	132.47	5.9642	92.971
73	19	1	4	21.653	113.48	113.01
74	19	3	0	21.653	113.48	114.91
75	19	3	0	21.653	114.93	115.42
76	19	1	4	21.653	114.93	117.32
77	20	1	4	111.9	68.876	18.277
78	20	3	0	111.9	68.876	20.177
79	20	3	0	111.9	70.326	20.691
80	20	1	4	111.9	70.326	22.591
81	21	1	4	44.019	108.14	97.471
82	21	3	0	44.019	108.14	99.371
83	21	3	0	44.019	109.59	99.885
84	21	1	4	44.019	109.59	101.78
85	22	1	4	105.73	146.02	4.5909
86	22	3	0	105.73	146.02	6.4909
87	22	3	0	105.73	147.47	7.0049
88	22	1	4	105.73	147.47	8.9049
89	23	1	4	42.702	57.09	45.1
90	23	3	0	42.702	57.09	47
91	23	3	0	42.702	58.54	47.514
92	23	1	4	42.702	58.54	49.414
93	24	1	4	36.958	20.8	33.35
94	24	3	0	36.958	20.8	35.25
95	24	3	0	36.958	22.25	35.764
96	24	1	4	36.958	22.25	37.664
97	25	1	4	142.43	92.5	55.245
98	25	3	0	142.43	92.5	57.145
99	25	3	0	142.43	93.95	57.659
100	25	1	4	142.43	93.95	59.559
101	26	1	4	24.362	131.61	110.02
102	26	3	0	24.362	131.61	111.92
103	26	3	0	24.362	133.06	112.43
104	26	1	4	24.362	133.06	114.33
105	27	1	4	90.733	22.265	106.4
106	27	3	0	90.733	22.265	108.3
107	27	3	0	90.733	23.715	108.81
108	27	1	4	90.733	23.715	110.71
109	28	1	4	90.863	140.74	19.9
110	28	3	0	90.863	140.74	21.8
111	28	3	0	90.863	142.19	22.314
112	28	1	4	90.863	142.19	24.214
113	29	1	4	126.07	122.02	139.61
114	29	3	0	126.07	122.02	141.51
115	29	3	0	126.07	123.47	142.02
116	29	1	4	126.07	123.47	143.92
117	30	1	4	132.65	19.395	60.195
118	30	3	0	132.65	19.395	62.095
119	30	3	0	132.65	20.845	62.609
120	30	1	4	132.65	20.845	64.509
121	31	1	4	10.754	59.201	36.204
122	31	3	0	10.754	59.201	38.104
123	31	3	0	10.754	60.651	38.618
124	31	1	4	10.754	60.651	40.518
125	32	1	4	53.652	129.02	129.25
126	32	3	0	53.652	129.02	131.15
127	32	3	0	53.652	130.47	131.67
128	32	1	4	53.652	130.47	133.57
129	33	1	4	128.9	101.28	23.29
130	33	3	0	128.9	101.28	25.19
131	33	3	0	128.9	102.73	25.704
132	33	1	4	128.9	102.73	27.604
133	34	1	4	84.884	34.879	108.42
134	34	3	0	84.884	34.879	110.32
135	34	3	0	84.884	36.329	110.83
136	34	1	4	84.884	36.329	112.73
137	35	1	4	124.06	14.06	24.216
138	35	3	0	124.06	14.06	26.116
139	35	3	0	124.06	15.51	26.63
140	35	1	4	124.06	15.51	28.53
141	36	1	4	148.23	111.36	112.33
142	36	3	0	148.23	111.36	114.23
143	36	3	0	148.23	112.81	114.74
144	36	1	4	148.23	112.81	116.64
145	37	1	4	87.491	57.606	33.244
146	37	3	0	87.491	57.606	35.144
147	37	3	0	87.491	59.056	35.658
148	37	1	4	87.491	59.056	37.558
149	38	1	4	142.74	64.247	83.08
150	38	3	0	142.74	64.247	84.98
151	38	3	0	142.74	65.697	85.494
152	38	1	4	142.74	65.697	87.394
153	39	1	4	54.676	38.279	92.998
154	39	3	0	54.676	38.279	94.898
155	39	3	0	54.676	39.729	95.412
156	39	1	4	54.676	39.729	97.312
157	40	1	4	105.18	108.98	67.909
158	40	3	0	105.18	108.98	69.809
159	40	3	0	105.18	110.43	70.323
160	40	1	4	105.18	110.43	72.223
161	41	1	4	82.109	28.571	94.016
162	41	3	0	82.109	28.571	95.916
163	41	3	0	82.109	30.021	96.43
164	41	1	4	82.109	30.021	98.33
165	42	1	4	95.382	139.16	13.572
166	42	3	0	95.382	139.16	15.472
167	42	3	0	95.382	140.61	15.986
168	42	1	4	95.382	140.61	17.886
169	43	1	4	52.182	20.219	109.29
170	43	3	0	52.182	20.219	111.19
171	43	3	0	52.182	21.669	111.71
172	43	1	4	52.182	21.669	113.61
173	44	1	4	41.103	28.115	69.695
174	44	3	0	41.103	28.115	71.595
175	44	3	0	41.103	29.565	72.109
176	44	1	4	41.103	29.565	74.009
177	45	1	4	109.46	2.0174	27.318
178	45	3	0	109.46	2.0174	29.218
179	45	3	0	109.46	3.4674	29.732
