2.54424040,0.0001043079
2.55091820,0.0001043079
2.55759599,0.0003129238
2.56427379,0.0001043079
2.57095159,0.0009387713
2.57762938,0.0010430792
2.58430718,0.0030249296
2.59098497,0.0050067800
2.59766277,0.0076144779
2.60434057,0.0103264838
2.61101836,0.0128298738
2.61769616,0.0197141963
2.62437396,0.0243037447
2.63105175,0.0305622197
2.63772955,0.0375508501
2.64440735,0.0402628560
2.65108514,0.0463127151
2.65776294,0.0437050172
2.66444073,0.0523625743
2.67111853,0.0503807239
2.67779633,0.0458954835
2.68447412,0.0496505685
2.69115192,0.0463127151
2.69782972,0.0425576301
2.70450751,0.0406800876
2.71118531,0.0351517680
2.71786311,0.0342129968
2.72454090,0.0320225305
2.73121870,0.0309794513
2.73789649,0.0313966830
2.74457429,0.0220089705
2.75125209,0.0224262021
2.75792988,0.0175237301
2.76460768,0.0160634192
2.77128548,0.0130384896
2.77796327,0.0126212580
2.78464107,0.0113695629
2.79131886,0.0126212580
2.79799666,0.0078230938
2.80467446,0.0077187859
2.81135225,0.0060498592
2.81803005,0.0051110879
2.82470785,0.0054240117
2.83138564,0.0034421613
2.83806344,0.0035464692
2.84474124,0.0031292375
2.85141903,0.0025033900
2.85809683,0.0031292375
2.86477462,0.0025033900
2.87145242,0.0027120058
2.87813022,0.0027120058
2.88480801,0.0016689267
2.89148581,0.0018775425
2.89816361,0.0023990821
2.90484140,0.0032335454
2.91151920,0.0026076979
2.91819699,0.0019818504
2.92487479,0.0016689267
2.93155259,0.0020861583
2.93823038,0.0020861583
2.94490818,0.0021904663
2.95158598,0.0027120058
2.95826377,0.0019818504
2.96494157,0.0021904663
2.97161937,0.0028163138
2.97829716,0.0029206217
2.98497496,0.0028163138
2.99165275,0.0026076979
2.99833055,0.0012516950
