1.57595993,0.0001155268
1.58263773,0.0011552680
1.58931553,0.0030036969
1.59599332,0.0108595194
1.60267112,0.0201016636
1.60934891,0.0441312384
1.61602671,0.0676987061
1.62270451,0.1025878004
1.62938230,0.1231515712
1.63606010,0.1327402957
1.64273790,0.1290434381
1.64941569,0.1161044362
1.65609349,0.0888401109
1.66277129,0.0621534196
1.66944908,0.0411275416
1.67612688,0.0250693161
1.68280467,0.0144408503
1.68948247,0.0093576710
1.69616027,0.0039279113
1.70283806,0.0025415896
1.70951586,0.0010397412
1.71619366,0.0003465804
1.72287145,0.0004621072
