2.81803005,0.0002809778
2.85809683,0.0002809778
2.87145242,0.0008429334
2.87813022,0.0014048890
2.88480801,0.0008429334
2.89148581,0.0002809778
2.89816361,0.0002809778
2.90484140,0.0002809778
2.91151920,0.0005619556
2.91819699,0.0002809778
2.93155259,0.0005619556
2.94490818,0.0002809778
2.95158598,0.0005619556
2.95826377,0.0008429334
2.96494157,0.0011239112
2.97161937,0.0019668446
2.97829716,0.0025288002
2.98497496,0.0030907558
2.99165275,0.0036527114
2.99833055,0.0061815117
3.00500835,0.0050576004
3.01168614,0.0075864007
3.01836394,0.0078673785
3.02504174,0.0109581343
3.03171953,0.0115200899
3.03839733,0.0146108457
3.04507513,0.0123630233
3.05175292,0.0230401798
3.05843072,0.0171396460
3.06510851,0.0199494240
3.07178631,0.0196684462
3.07846411,0.0210733352
3.08514190,0.0269738691
3.09181970,0.0250070244
3.09849750,0.0250070244
3.10517529,0.0311885361
3.11185309,0.0331553807
3.11853088,0.0365271144
3.12520868,0.0359651588
3.13188648,0.0362461366
3.13856427,0.0370890700
3.14524207,0.0379320034
3.15191987,0.0384939590
3.15859766,0.0317504917
3.16527546,0.0317504917
3.17195326,0.0314695139
3.17863105,0.0314695139
3.18530885,0.0278168025
3.19198664,0.0280977803
3.19866444,0.0258499579
3.20534224,0.0261309357
3.21202003,0.0264119135
3.21869783,0.0233211576
3.22537563,0.0171396460
3.23205342,0.0168586682
3.23873122,0.0140488901
3.24540902,0.0134869345
3.25208681,0.0087103119
3.25876461,0.0132059567
3.26544240,0.0092722675
3.27212020,0.0073054229
3.27879800,0.0061815117
3.28547579,0.0064624895
3.29215359,0.0025288002
3.29883139,0.0064624895
3.30550918,0.0025288002
3.31218698,0.0008429334
3.31886477,0.0016858668
3.32554257,0.0014048890
3.33222037,0.0016858668
3.33889816,0.0002809778
3.34557596,0.0011239112
3.35225376,0.0011239112
3.35893155,0.0005619556
3.36560935,0.0002809778
3.37228715,0.0011239112
3.37896494,0.0005619556
3.38564274,0.0002809778
3.39232053,0.0011239112
3.39899833,0.0005619556
3.40567613,0.0016858668
3.41235392,0.0008429334
3.41903172,0.0011239112
3.42570952,0.0008429334
3.43238731,0.0011239112
3.43906511,0.0011239112
3.44574290,0.0005619556
3.45242070,0.0016858668
3.45909850,0.0011239112
3.46577629,0.0008429334
3.47245409,0.0011239112
3.47913189,0.0016858668
3.48580968,0.0022478224
3.49248748,0.0025288002
