1.45575960,0.0013879251
1.46243740,0.0013879251
1.46911519,0.0020818876
1.47579299,0.0055517002
1.48247078,0.0097154754
1.48914858,0.0194309507
1.49582638,0.0312283137
1.50250417,0.0381679389
1.50918197,0.0610687023
1.51585977,0.0659264400
1.52253756,0.0825815406
1.52921536,0.1054823040
1.53589316,0.0943789035
1.54257095,0.1061762665
1.54924875,0.0978487162
1.55592654,0.0825815406
1.56260434,0.0548230396
1.56928214,0.0437196391
1.57595993,0.0374739764
1.58263773,0.0263705760
1.58931553,0.0111034004
1.59599332,0.0104094379
1.60267112,0.0041637752
1.60934891,0.0041637752
1.62270451,0.0020818876
1.62938230,0.0006939625
